All accuracies:

File                                    Accuracy  

pred_russian_12500_exp2_res73.txt       88.50     
pred_russian_12500_exp2_res5.txt        88.40     
pred_russian_12500_exp2_res13.txt       87.30     
pred_russian_12500_exp2_res70.txt       88.00     
pred_russian_12500_exp2_res38.txt       90.40     
pred_russian_12500_exp2_res29.txt       89.60     
pred_russian_12500_exp2_res56.txt       89.50     
pred_russian_12500_exp2_res32.txt       88.40     
pred_russian_12500_exp2_res49.txt       87.90     
pred_russian_12500_exp2_res75.txt       88.60     
pred_russian_12500_exp2_res23.txt       88.60     
pred_russian_12500_exp2_res98.txt       87.90     
pred_russian_12500_exp2_res36.txt       88.80     
pred_russian_12500_exp2_res82.txt       88.80     
pred_russian_12500_exp2_res19.txt       88.40     
pred_russian_12500_exp2_res80.txt       88.50     
pred_russian_12500_exp2_res63.txt       89.30     
pred_russian_12500_exp2_res28.txt       89.70     
pred_russian_12500_exp2_res50.txt       88.60     
pred_russian_12500_exp2_res59.txt       89.40     
pred_russian_12500_exp2_res64.txt       88.40     
pred_russian_12500_exp2_res66.txt       88.30     
pred_russian_12500_exp2_res89.txt       89.70     
pred_russian_12500_exp2_res7.txt        89.00     
pred_russian_12500_exp2_res87.txt       89.90     
pred_russian_12500_exp2_res26.txt       90.30     
pred_russian_12500_exp2_res14.txt       87.10     
pred_russian_12500_exp2_res41.txt       88.90     
pred_russian_12500_exp2_res79.txt       88.70     
pred_russian_12500_exp2_res15.txt       88.20     
pred_russian_12500_exp2_res53.txt       88.90     
pred_russian_12500_exp2_res97.txt       89.40     
pred_russian_12500_exp2_res33.txt       88.20     
pred_russian_12500_exp2_res34.txt       89.40     
pred_russian_12500_exp2_res22.txt       88.40     
pred_russian_12500_exp2_res100.txt      89.00     
pred_russian_12500_exp2_res11.txt       90.30     
pred_russian_12500_exp2_res78.txt       87.70     
pred_russian_12500_exp2_res54.txt       89.90     
pred_russian_12500_exp2_res37.txt       88.40     
pred_russian_12500_exp2_res44.txt       88.70     
pred_russian_12500_exp2_res60.txt       87.30     
pred_russian_12500_exp2_res6.txt        89.90     
pred_russian_12500_exp2_res43.txt       90.20     
pred_russian_12500_exp2_res35.txt       89.10     
pred_russian_12500_exp2_res96.txt       85.10     
pred_russian_12500_exp2_res94.txt       89.80     
pred_russian_12500_exp2_res55.txt       88.90     
pred_russian_12500_exp2_res25.txt       89.90     
pred_russian_12500_exp2_res93.txt       88.60     
pred_russian_12500_exp2_res71.txt       89.40     
pred_russian_12500_exp2_res1.txt        89.50     
pred_russian_12500_exp2_res2.txt        88.40     
pred_russian_12500_exp2_res51.txt       89.90     
pred_russian_12500_exp2_res27.txt       90.00     
pred_russian_12500_exp2_res47.txt       89.70     
pred_russian_12500_exp2_res24.txt       88.80     
pred_russian_12500_exp2_res17.txt       88.00     
pred_russian_12500_exp2_res57.txt       89.30     
pred_russian_12500_exp2_res92.txt       87.80     
pred_russian_12500_exp2_res58.txt       89.60     
pred_russian_12500_exp2_res20.txt       89.50     
pred_russian_12500_exp2_res86.txt       89.70     
pred_russian_12500_exp2_res84.txt       89.00     
pred_russian_12500_exp2_res39.txt       88.90     
pred_russian_12500_exp2_res30.txt       88.80     
pred_russian_12500_exp2_res90.txt       87.90     
russian_exp2_voted.txt                  92.50     
pred_russian_12500_exp2_res45.txt       87.10     
pred_russian_12500_exp2_res52.txt       89.00     
pred_russian_12500_exp2_res88.txt       88.70     
pred_russian_12500_exp2_res62.txt       88.60     
pred_russian_12500_exp2_res77.txt       88.40     
pred_russian_12500_exp2_res69.txt       88.00     
pred_russian_12500_exp2_res61.txt       88.90     
pred_russian_12500_exp2_res9.txt        88.90     
pred_russian_12500_exp2_res40.txt       89.20     
pred_russian_12500_exp2_res72.txt       89.20     
pred_russian_12500_exp2_res83.txt       88.40     
pred_russian_12500_exp2_res3.txt        88.80     
pred_russian_12500_exp2_res85.txt       87.60     
pred_russian_12500_exp2_res99.txt       90.00     
pred_russian_12500_exp2_res10.txt       83.70     
pred_russian_12500_exp2_res31.txt       89.90     
russian_exp2_weighted_voted.txt         92.70     
pred_russian_12500_exp2_res48.txt       83.90     
pred_russian_12500_exp2_res95.txt       88.30     
pred_russian_12500_exp2_res18.txt       89.20     
pred_russian_12500_exp2_res4.txt        88.40     
pred_russian_12500_exp2_res21.txt       88.30     
pred_russian_12500_exp2_res91.txt       89.60     
pred_russian_12500_exp2_res65.txt       88.60     
pred_russian_12500_exp2_res81.txt       90.00     
pred_russian_12500_exp2_res46.txt       90.30     
pred_russian_12500_exp2_res16.txt       89.40     
pred_russian_12500_exp2_res12.txt       89.70     
pred_russian_12500_exp2_res42.txt       88.20     
pred_russian_12500_exp2_res74.txt       88.50     
pred_russian_12500_exp2_res8.txt        89.00     
pred_russian_12500_exp2_res67.txt       89.70     
pred_russian_12500_exp2_res76.txt       88.90     
pred_russian_12500_exp2_res68.txt       88.20     

Average accuracy of s1-s100 models:     88.77                                   
