All accuracies:

File                                    Accuracy  

pred_finnish_12500_exp4_res26.txt       54.90     
pred_finnish_12500_exp4_res14.txt       56.60     
pred_finnish_12500_exp4_res21.txt       61.10     
pred_finnish_12500_exp4_res78.txt       60.30     
pred_finnish_12500_exp4_res72.txt       58.20     
pred_finnish_12500_exp4_res95.txt       62.60     
pred_finnish_12500_exp4_res41.txt       52.90     
pred_finnish_12500_exp4_res40.txt       56.30     
pred_finnish_12500_exp4_res12.txt       59.60     
pred_finnish_12500_exp4_res24.txt       56.90     
pred_finnish_12500_exp4_res13.txt       54.90     
pred_finnish_12500_exp4_res11.txt       57.60     
pred_finnish_12500_exp4_res81.txt       54.60     
pred_finnish_12500_exp4_res42.txt       58.50     
pred_finnish_12500_exp4_res85.txt       51.80     
pred_finnish_12500_exp4_res100.txt      57.00     
pred_finnish_12500_exp4_res65.txt       51.80     
finnish_exp4_voted.txt                  75.30     
pred_finnish_12500_exp4_res66.txt       56.90     
pred_finnish_12500_exp4_res38.txt       59.20     
pred_finnish_12500_exp4_res36.txt       53.80     
pred_finnish_12500_exp4_res49.txt       50.40     
pred_finnish_12500_exp4_res48.txt       57.90     
pred_finnish_12500_exp4_res60.txt       64.90     
pred_finnish_12500_exp4_res87.txt       59.40     
pred_finnish_12500_exp4_res34.txt       57.60     
pred_finnish_12500_exp4_res39.txt       56.70     
pred_finnish_12500_exp4_res94.txt       62.70     
pred_finnish_12500_exp4_res91.txt       56.80     
pred_finnish_12500_exp4_res56.txt       53.60     
pred_finnish_12500_exp4_res17.txt       52.60     
pred_finnish_12500_exp4_res47.txt       56.80     
pred_finnish_12500_exp4_res55.txt       60.80     
pred_finnish_12500_exp4_res82.txt       57.20     
pred_finnish_12500_exp4_res30.txt       53.80     
pred_finnish_12500_exp4_res43.txt       57.90     
pred_finnish_12500_exp4_res67.txt       56.70     
pred_finnish_12500_exp4_res4.txt        54.70     
pred_finnish_12500_exp4_res52.txt       54.70     
pred_finnish_12500_exp4_res83.txt       57.50     
pred_finnish_12500_exp4_res99.txt       57.80     
pred_finnish_12500_exp4_res69.txt       58.20     
pred_finnish_12500_exp4_res16.txt       62.50     
pred_finnish_12500_exp4_res86.txt       57.10     
pred_finnish_12500_exp4_res57.txt       56.80     
pred_finnish_12500_exp4_res62.txt       59.10     
pred_finnish_12500_exp4_res44.txt       60.60     
pred_finnish_12500_exp4_res77.txt       57.20     
pred_finnish_12500_exp4_res33.txt       58.40     
pred_finnish_12500_exp4_res89.txt       57.10     
pred_finnish_12500_exp4_res8.txt        56.70     
pred_finnish_12500_exp4_res80.txt       60.80     
pred_finnish_12500_exp4_res3.txt        58.80     
pred_finnish_12500_exp4_res10.txt       53.30     
finnish_exp4_weighted_voted.txt         75.40     
pred_finnish_12500_exp4_res53.txt       60.30     
pred_finnish_12500_exp4_res18.txt       61.60     
pred_finnish_12500_exp4_res92.txt       56.80     
pred_finnish_12500_exp4_res88.txt       58.30     
pred_finnish_12500_exp4_res27.txt       62.80     
pred_finnish_12500_exp4_res73.txt       54.70     
pred_finnish_12500_exp4_res7.txt        54.20     
pred_finnish_12500_exp4_res70.txt       59.40     
pred_finnish_12500_exp4_res35.txt       59.00     
pred_finnish_12500_exp4_res2.txt        57.30     
pred_finnish_12500_exp4_res90.txt       55.00     
pred_finnish_12500_exp4_res46.txt       59.20     
pred_finnish_12500_exp4_res31.txt       62.40     
pred_finnish_12500_exp4_res75.txt       57.90     
pred_finnish_12500_exp4_res59.txt       59.10     
pred_finnish_12500_exp4_res50.txt       57.40     
pred_finnish_12500_exp4_res97.txt       57.90     
pred_finnish_12500_exp4_res37.txt       51.60     
pred_finnish_12500_exp4_res9.txt        61.30     
pred_finnish_12500_exp4_res51.txt       57.00     
pred_finnish_12500_exp4_res20.txt       55.80     
pred_finnish_12500_exp4_res54.txt       61.30     
pred_finnish_12500_exp4_res28.txt       51.60     
pred_finnish_12500_exp4_res32.txt       56.60     
pred_finnish_12500_exp4_res5.txt        59.00     
pred_finnish_12500_exp4_res61.txt       56.00     
pred_finnish_12500_exp4_res6.txt        56.10     
pred_finnish_12500_exp4_res84.txt       56.30     
pred_finnish_12500_exp4_res58.txt       56.00     
pred_finnish_12500_exp4_res63.txt       57.20     
pred_finnish_12500_exp4_res71.txt       58.60     
pred_finnish_12500_exp4_res98.txt       58.70     
pred_finnish_12500_exp4_res93.txt       53.60     
pred_finnish_12500_exp4_res76.txt       54.20     
pred_finnish_12500_exp4_res15.txt       59.60     
pred_finnish_12500_exp4_res22.txt       50.80     
pred_finnish_12500_exp4_res64.txt       54.50     
pred_finnish_12500_exp4_res23.txt       57.90     
pred_finnish_12500_exp4_res19.txt       61.20     
pred_finnish_12500_exp4_res29.txt       62.30     
pred_finnish_12500_exp4_res45.txt       54.90     
pred_finnish_12500_exp4_res74.txt       58.20     
pred_finnish_12500_exp4_res79.txt       56.00     
pred_finnish_12500_exp4_res68.txt       55.70     
pred_finnish_12500_exp4_res96.txt       57.90     
pred_finnish_12500_exp4_res25.txt       53.60     
pred_finnish_12500_exp4_res1.txt        65.80     

Average accuracy of s1-s100 models:     57.35                                   
