All accuracies:

File                                    Accuracy  

pred_georgian_12500_exp4_res48.txt      87.00     
pred_georgian_12500_exp4_res19.txt      90.30     
pred_georgian_12500_exp4_res92.txt      90.20     
pred_georgian_12500_exp4_res85.txt      91.40     
pred_georgian_12500_exp4_res40.txt      91.10     
pred_georgian_12500_exp4_res82.txt      89.20     
pred_georgian_12500_exp4_res69.txt      90.40     
pred_georgian_12500_exp4_res55.txt      91.00     
pred_georgian_12500_exp4_res2.txt       90.10     
pred_georgian_12500_exp4_res74.txt      89.30     
pred_georgian_12500_exp4_res18.txt      90.60     
pred_georgian_12500_exp4_res53.txt      90.70     
georgian_exp4_voted.txt                 92.40     
pred_georgian_12500_exp4_res60.txt      89.40     
pred_georgian_12500_exp4_res14.txt      90.00     
pred_georgian_12500_exp4_res22.txt      90.60     
pred_georgian_12500_exp4_res95.txt      89.00     
pred_georgian_12500_exp4_res8.txt       88.20     
pred_georgian_12500_exp4_res99.txt      88.20     
pred_georgian_12500_exp4_res57.txt      88.60     
pred_georgian_12500_exp4_res9.txt       90.80     
pred_georgian_12500_exp4_res15.txt      89.70     
pred_georgian_12500_exp4_res50.txt      89.10     
pred_georgian_12500_exp4_res34.txt      89.50     
pred_georgian_12500_exp4_res58.txt      90.40     
pred_georgian_12500_exp4_res75.txt      90.30     
pred_georgian_12500_exp4_res52.txt      88.50     
pred_georgian_12500_exp4_res43.txt      88.20     
pred_georgian_12500_exp4_res83.txt      88.80     
pred_georgian_12500_exp4_res30.txt      87.50     
pred_georgian_12500_exp4_res76.txt      90.30     
pred_georgian_12500_exp4_res1.txt       90.20     
pred_georgian_12500_exp4_res89.txt      90.30     
pred_georgian_12500_exp4_res25.txt      89.30     
pred_georgian_12500_exp4_res27.txt      90.10     
pred_georgian_12500_exp4_res59.txt      88.50     
pred_georgian_12500_exp4_res11.txt      91.00     
pred_georgian_12500_exp4_res17.txt      89.50     
pred_georgian_12500_exp4_res64.txt      90.50     
pred_georgian_12500_exp4_res61.txt      90.10     
pred_georgian_12500_exp4_res90.txt      91.40     
pred_georgian_12500_exp4_res24.txt      90.40     
pred_georgian_12500_exp4_res68.txt      89.00     
pred_georgian_12500_exp4_res86.txt      90.70     
pred_georgian_12500_exp4_res72.txt      88.70     
pred_georgian_12500_exp4_res31.txt      90.40     
georgian_exp4_weighted_voted.txt        92.30     
pred_georgian_12500_exp4_res94.txt      89.30     
pred_georgian_12500_exp4_res70.txt      89.20     
pred_georgian_12500_exp4_res41.txt      90.80     
pred_georgian_12500_exp4_res5.txt       89.40     
pred_georgian_12500_exp4_res77.txt      90.70     
pred_georgian_12500_exp4_res45.txt      89.40     
pred_georgian_12500_exp4_res16.txt      89.10     
pred_georgian_12500_exp4_res23.txt      90.00     
pred_georgian_12500_exp4_res29.txt      88.50     
pred_georgian_12500_exp4_res63.txt      89.30     
pred_georgian_12500_exp4_res97.txt      88.80     
pred_georgian_12500_exp4_res46.txt      88.90     
pred_georgian_12500_exp4_res44.txt      88.70     
pred_georgian_12500_exp4_res98.txt      89.20     
pred_georgian_12500_exp4_res79.txt      88.40     
pred_georgian_12500_exp4_res81.txt      90.70     
pred_georgian_12500_exp4_res80.txt      89.90     
pred_georgian_12500_exp4_res36.txt      89.80     
pred_georgian_12500_exp4_res4.txt       88.70     
pred_georgian_12500_exp4_res49.txt      90.80     
pred_georgian_12500_exp4_res88.txt      90.20     
pred_georgian_12500_exp4_res73.txt      90.10     
pred_georgian_12500_exp4_res67.txt      90.60     
pred_georgian_12500_exp4_res84.txt      90.20     
pred_georgian_12500_exp4_res93.txt      90.10     
pred_georgian_12500_exp4_res3.txt       88.90     
pred_georgian_12500_exp4_res71.txt      90.90     
pred_georgian_12500_exp4_res39.txt      89.20     
pred_georgian_12500_exp4_res26.txt      90.50     
pred_georgian_12500_exp4_res87.txt      89.10     
pred_georgian_12500_exp4_res96.txt      89.30     
pred_georgian_12500_exp4_res65.txt      90.20     
pred_georgian_12500_exp4_res21.txt      89.10     
pred_georgian_12500_exp4_res20.txt      89.30     
pred_georgian_12500_exp4_res51.txt      91.10     
pred_georgian_12500_exp4_res56.txt      89.80     
pred_georgian_12500_exp4_res7.txt       90.40     
pred_georgian_12500_exp4_res6.txt       87.90     
pred_georgian_12500_exp4_res91.txt      90.50     
pred_georgian_12500_exp4_res12.txt      88.40     
pred_georgian_12500_exp4_res66.txt      90.80     
pred_georgian_12500_exp4_res100.txt     90.50     
pred_georgian_12500_exp4_res54.txt      88.40     
pred_georgian_12500_exp4_res78.txt      89.80     
pred_georgian_12500_exp4_res38.txt      89.80     
pred_georgian_12500_exp4_res47.txt      89.80     
pred_georgian_12500_exp4_res37.txt      87.40     
pred_georgian_12500_exp4_res33.txt      90.40     
pred_georgian_12500_exp4_res28.txt      89.70     
pred_georgian_12500_exp4_res13.txt      90.00     
pred_georgian_12500_exp4_res32.txt      89.10     
pred_georgian_12500_exp4_res42.txt      88.90     
pred_georgian_12500_exp4_res10.txt      88.40     
pred_georgian_12500_exp4_res35.txt      90.50     
pred_georgian_12500_exp4_res62.txt      90.10     

Average accuracy of s1-s100 models:     89.67                                   
