All accuracies:

File                                    Accuracy  

pred_georgian_12500_exp6_res52.txt      98.00     
pred_georgian_12500_exp6_res54.txt      97.70     
pred_georgian_12500_exp6_res92.txt      98.20     
pred_georgian_12500_exp6_res100.txt     98.50     
pred_georgian_12500_exp6_res75.txt      97.50     
pred_georgian_12500_exp6_res12.txt      97.40     
pred_georgian_12500_exp6_res94.txt      98.30     
pred_georgian_12500_exp6_res44.txt      97.90     
pred_georgian_12500_exp6_res24.txt      96.90     
pred_georgian_12500_exp6_res55.txt      98.20     
pred_georgian_12500_exp6_res47.txt      97.20     
pred_georgian_12500_exp6_res10.txt      97.20     
pred_georgian_12500_exp6_res83.txt      97.60     
pred_georgian_12500_exp6_res84.txt      98.20     
pred_georgian_12500_exp6_res56.txt      97.90     
pred_georgian_12500_exp6_res82.txt      97.50     
pred_georgian_12500_exp6_res50.txt      97.50     
pred_georgian_12500_exp6_res91.txt      97.50     
pred_georgian_12500_exp6_res37.txt      96.80     
pred_georgian_12500_exp6_res1.txt       97.70     
pred_georgian_12500_exp6_res25.txt      98.20     
pred_georgian_12500_exp6_res21.txt      97.00     
pred_georgian_12500_exp6_res39.txt      97.30     
pred_georgian_12500_exp6_res23.txt      97.70     
pred_georgian_12500_exp6_res19.txt      97.20     
pred_georgian_12500_exp6_res73.txt      97.30     
pred_georgian_12500_exp6_res30.txt      98.20     
pred_georgian_12500_exp6_res97.txt      98.00     
pred_georgian_12500_exp6_res35.txt      97.60     
pred_georgian_12500_exp6_res7.txt       97.60     
pred_georgian_12500_exp6_res9.txt       98.20     
pred_georgian_12500_exp6_res80.txt      97.40     
pred_georgian_12500_exp6_res38.txt      96.90     
pred_georgian_12500_exp6_res68.txt      98.20     
pred_georgian_12500_exp6_res99.txt      98.30     
pred_georgian_12500_exp6_res90.txt      98.00     
pred_georgian_12500_exp6_res22.txt      97.40     
pred_georgian_12500_exp6_res2.txt       97.60     
pred_georgian_12500_exp6_res40.txt      97.80     
pred_georgian_12500_exp6_res87.txt      96.70     
pred_georgian_12500_exp6_res53.txt      98.20     
pred_georgian_12500_exp6_res26.txt      97.20     
pred_georgian_12500_exp6_res32.txt      96.80     
pred_georgian_12500_exp6_res17.txt      97.80     
pred_georgian_12500_exp6_res67.txt      97.80     
pred_georgian_12500_exp6_res14.txt      97.60     
pred_georgian_12500_exp6_res27.txt      97.60     
pred_georgian_12500_exp6_res98.txt      96.70     
pred_georgian_12500_exp6_res18.txt      98.20     
pred_georgian_12500_exp6_res72.txt      97.50     
pred_georgian_12500_exp6_res88.txt      97.60     
pred_georgian_12500_exp6_res64.txt      97.70     
pred_georgian_12500_exp6_res79.txt      98.50     
pred_georgian_12500_exp6_res29.txt      96.90     
pred_georgian_12500_exp6_res58.txt      97.10     
pred_georgian_12500_exp6_res33.txt      97.40     
pred_georgian_12500_exp6_res62.txt      98.30     
pred_georgian_12500_exp6_res93.txt      98.00     
pred_georgian_12500_exp6_res13.txt      98.30     
pred_georgian_12500_exp6_res66.txt      97.80     
pred_georgian_12500_exp6_res15.txt      98.60     
pred_georgian_12500_exp6_res6.txt       98.00     
pred_georgian_12500_exp6_res65.txt      97.30     
pred_georgian_12500_exp6_res69.txt      98.20     
pred_georgian_12500_exp6_res42.txt      97.40     
pred_georgian_12500_exp6_res76.txt      97.30     
pred_georgian_12500_exp6_res5.txt       97.80     
pred_georgian_12500_exp6_res77.txt      97.40     
pred_georgian_12500_exp6_res61.txt      97.50     
pred_georgian_12500_exp6_res60.txt      97.80     
pred_georgian_12500_exp6_res3.txt       97.20     
pred_georgian_12500_exp6_res41.txt      97.10     
pred_georgian_12500_exp6_res86.txt      97.90     
pred_georgian_12500_exp6_res89.txt      98.00     
pred_georgian_12500_exp6_res48.txt      97.90     
pred_georgian_12500_exp6_res71.txt      98.00     
georgian_exp6_weighted_voted.txt        99.20     
pred_georgian_12500_exp6_res78.txt      97.90     
pred_georgian_12500_exp6_res49.txt      97.10     
pred_georgian_12500_exp6_res34.txt      97.70     
pred_georgian_12500_exp6_res28.txt      97.90     
pred_georgian_12500_exp6_res16.txt      97.80     
pred_georgian_12500_exp6_res59.txt      97.40     
pred_georgian_12500_exp6_res36.txt      97.50     
pred_georgian_12500_exp6_res85.txt      97.90     
pred_georgian_12500_exp6_res70.txt      97.50     
pred_georgian_12500_exp6_res95.txt      97.20     
pred_georgian_12500_exp6_res46.txt      97.50     
pred_georgian_12500_exp6_res45.txt      97.90     
pred_georgian_12500_exp6_res51.txt      97.60     
pred_georgian_12500_exp6_res8.txt       98.00     
pred_georgian_12500_exp6_res20.txt      97.70     
pred_georgian_12500_exp6_res11.txt      97.40     
pred_georgian_12500_exp6_res4.txt       97.90     
pred_georgian_12500_exp6_res31.txt      97.70     
pred_georgian_12500_exp6_res57.txt      97.50     
pred_georgian_12500_exp6_res74.txt      96.80     
pred_georgian_12500_exp6_res43.txt      97.80     
pred_georgian_12500_exp6_res63.txt      97.90     
georgian_exp6_voted.txt                 99.20     
pred_georgian_12500_exp6_res96.txt      98.00     
pred_georgian_12500_exp6_res81.txt      98.10     

Average accuracy of s1-s100 models:     97.66                                   
